标题,评分,品牌,产地,茶类,详情链接,id,荐指数,总评,茶语排行,茶语分类排行,综合评分排行,热搜排行
[斗记茶业]望江湖（2017）,9.2,斗记茶业,云南,普洱>熟茶,https://chaping.chayu.com/tea/4298,4298,4,"一款注定被铭记，风格独特、绰约无比的顶级熟普。
高等级的选料和娴熟工艺为这款茶提供了鲜明的风格和丰满内质，细腻的汤水中包裹着米甜香、果香、木质香、坚果香，香气沉静而长久，而汤水的滋味呈现，其苦，苦得荡气回肠；其甜，甜得润物无声；其糯，糯得真真切切；伴随着快速持久的回甘生津，气韵尽显；汤水的节奏感和耐泡度是熟普中少有的，甚至是令人难以置信的，只有从头至尾，一杯一杯地喝，方能释怀，有所悟，正所谓，入乎其内，会出人意料；出乎其外，又情理之中。
",29,9,8,538
[老台湾]东方美人（2015）,9.2,老台湾,台湾,乌龙>其他,https://chaping.chayu.com/tea/2000,2000,4,"各方面表现均衡的高水准之作，整体风格非中国古典式的婉约美人，更近似于印度的艳丽舞娘。
香气丰盈，综合了香料，蜂蜜，馥郁花香、奶香等多种元素，香气高度溶于茶汤，浓郁且持久。
滋味浓鲜，细腻，甜爽、有层次，平衡感耐泡度均高。
",29,12,8,70
[老仙]狗牯脑（2016）,9.2,老仙,江西,绿茶>其他,https://chaping.chayu.com/tea/2266,2266,4,"这是一款选料细嫩，外形漂亮，品质俱佳的绿茶。
整体香气嫩香带花香，持久性尚可，滋味鲜爽，汤感顺滑，十分爽口，略有涩味，回甘。
总体协调性好，耐冲泡度不错。
",29,3,119,16
[怡清源]金花之父（2015）,9.2,怡清源,湖南,黑茶>其他,https://chaping.chayu.com/tea/2030,2030,4,"一款香气特殊、适饮性好的黑茶。
这款2015年的黑茶，外形和内质表现均较好。茂盛的金花、乌黑的干茶，浓郁的海藻类植物香贯穿整个冲泡过程，中间伴有粽叶香及菌花香，滋味虽整体较平，但汤水柔和细腻，甜感持久，饮后口腔内有回甘生津和清凉感。这款新茶适口性极好。
",29,1,24,27
[峨眉雪芽]春喻 霁 礼盒绿茶 ,9.2,峨眉雪芽,四川,绿茶>其他,https://chaping.chayu.com/tea/1010,1010,4,一款精工细作的明前高山茶，新鲜，充满活力。 香气清鲜，嫩玉米香气，花香显著，茶汤内质丰富，滋味浓郁，鲜度较高。,29,3,119,54
[凤牌]纤红,9.2,凤牌,云南,红茶>滇红,https://chaping.chayu.com/tea/1015,1015,4,芽叶细嫩，卷曲成条，色泽乌褐,29,2,47,21
[伯韵]老枞水仙（慧苑坑）,9.2,伯韵,福建,乌龙>其他,https://chaping.chayu.com/tea/1023,1023,4,干茶条索,29,12,24,102
[斗记茶业]古六大茶山大树普洱茶（2007）,9.1,斗记茶业,云南,普洱>生茶,https://chaping.chayu.com/tea/1033,1033,4,"寒冷冬季，来杯温醇暖身的年份生茶。

07年的古六大茶山饼茶，由六山原料拼配而成，口感醇厚协调。

七年，时光给生茶的茶汤增添了一抹红晕，变得桔黄透亮，青香被熟果香代替，还带岁月陈香，像新制果脯散发的味道，生茶特有苦感不明显，趋于柔和，茶汤浓醇微，入口稠滑，回甘明显。
虽然这款茶表现出明显的陈化后的口感特点，但茶汤在口齿间带来的刺激和鲜活感，还提醒着他还年轻，还有很大的转化空间。
",65,25,432,427
[斗记茶业]金斗（2012）,9.1,斗记茶业,云南,普洱>其他,https://chaping.chayu.com/tea/1294,1294,4,"一款已经可以初步显现一些转化，风格浓郁中不失活泼清新的优质生普
香气馥郁，蜜甜香盛，且深入喉咙、蜜香，成熟有活力果香、浅花香逐层释放。
滋味浓强、爽滑有劲，水含香盛。
体感比较明显，清凉感深入到喉咙，强。",65,25,119,3254
[斗记茶业]易武大树（2015）,9.1,斗记茶业,云南,普洱>生茶,https://chaping.chayu.com/tea/2063,2063,4,"一款非常优秀的生普，风格温厚强劲，内敛深沉，这款茶所带来的舒适感极高，给人以如沐春风的舒畅感受。
香气浓郁饱满、同时集中内敛和饱满两大特质；高度混合的复杂香气紧紧包裹茶汤，饮后从口腔内扩散至喉咙，喉咙留香深厚。 
茶汤滋味甜柔稠厚，生津强劲，回甘绵绵不绝，耐泡度、协调性均极高；",65,25,231,45
[伯韵]黄山毛峰,9.1,伯韵,安徽,绿茶>其他,https://chaping.chayu.com/tea/1299,1299,4,很好喝的,65,9,231,336
[初晓]头春甘露（2018）,9.1,初晓,云南,绿茶>其他,https://chaping.chayu.com/tea/4372,4372,4,这款茶满足了我对滇绿的一切期许，并且又一次提升我对滇绿的好感。它不仅具备滇绿味浓、耐泡，价格实惠的常规优点，并且茶汤鲜甜醇厚甘爽的同时回甘酣畅，舌面上的苦味一边化去，一边伴随着强烈的回甘和生津，各种香气在口腔中喷涌激荡，伴有花果的甜润，板栗香、嫩香、甜香持久高扬，弥留在口中的滋味层次更加丰富甜味、嫩香味、茶的原味。,65,9,47,296
[国皓]茶王青饼（2014）,9.1,国皓,云南,普洱>生茶,https://chaping.chayu.com/tea/1049,1049,4,非常优质的生普，原料优质，拼配也比较得当。花果香内敛成团，在口中停留时间长。茶汤内质丰富，滋味浓强，鲜爽度高，水路比较细腻，回甘持久不断。唯一的缺憾是味越到后期越堆积明显，褪掉很慢，整体协调感略有欠缺，期待在后期存放中有更好的表现。,65,25,432,621
[MlesnA]UVA HIGH GROWN TEA PEKOE,9.1,MlesnA,国外,红茶>其他,https://chaping.chayu.com/tea/539,539,4,干茶：干茶非常细碎。汤色：汤色橙黄透亮。气味：有山韵，香气复杂。呈饱满的山野植物香气，香在水中而不上扬，水含香可分层次体会到花和薄荷的香氛。滋味：滋味浓强，入口甜度不高，但回甘好，,65,5,231,29
[伯韵]伯韵宫廷散茶（2006）,9.1,伯韵,云南,普洱>熟茶,https://chaping.chayu.com/tea/1312,1312,4,"一款等级高、转化优秀的高端熟茶。
这款2006年的宫廷散茶条索紧细、金毫明显，芽头多。9年的陈化，使茶叶具有浓郁的甜香和甜枣香，茶汤厚度并没有因为时间的增加而变薄，汤水细腻、稠厚、爽滑，甜度明显，伴着持续、明显的回甘",65,25,231,629
[岁月知味]昔归（2012）,9.1,岁月知味,云南,普洱>生茶,https://chaping.chayu.com/tea/1061,1061,4,云南临沧的昔归本就有着清甜的香味，又经历了几年（2012年的原料）陈化，此刻更显风韵。此茶汤醇厚、柔滑，汤内含香，有冰糖甜，昔归的特点突出，又经历一定时间沉淀，汤色转为橙黄色，陈韵显露，且适口度更好，虽略有苦，回甘快而持久，且舒适，喝完口内清凉，尾韵悠长。,65,25,119,369
[伯韵]狮峰老树龙井（2017）,9.1,伯韵,浙江,绿茶>龙井,https://chaping.chayu.com/tea/3621,3621,4,"这款绿茶汤细腻鲜活，饱满又圆融稠厚，香气尽数融于茶汤。
口鼻喉瞬间被馥郁的甜花香和豆香填满。微涩化开快，回甘轻柔，唇齿间生津不断，口腔与喉咙里清凉甘润，回味悠长。
",65,9,47,189
[老谢家茶]千秋幽香 黄山毛峰,9.1,老谢家茶,安徽,绿茶>黄山毛峰,https://chaping.chayu.com/tea/808,808,4,干茶：色泽黄绿、芽叶细嫩披白毫、条索完整。汤色：浅黄绿透亮。气味：炒豆香，尚持久。滋味：滋味醇和、鲜爽、回甘清甜。：完整、黄绿、明亮、柔软有活性。,65,9,47,111
[狮峰]特级龙井（2018）,9.1,狮峰,浙江,绿茶>龙井,https://chaping.chayu.com/tea/4395,4395,4,"一款色香味俱佳的龙井茶。
茶汤香气舒适怡人，冲泡之中泛出谷物香，带来童年刚炸出爆米花的记忆，炒豆香为主，带有甜花香，香融茶汤。茶汤有很好的鲜活度，滋味甜润，有饱满度，饮后生津快速，有持久的回甘，余味绕梁。
",65,9,764,4238
[伯韵]极品莫离（2016）,9.1,伯韵,福建,花茶>其他,https://chaping.chayu.com/tea/2348,2348,4,"精选的原料，加上上乘的工艺，让一款茉莉花茶精彩绽放。
鲜灵而浓郁的茉莉花香，交织着自然协调的甜香，令人沉醉，茶汤稠厚，汤水鲜活，口感甜润，饮后口腔带来持久的清凉感。
",65,4,8,35
[碧螺]特一级洞庭山碧螺春茶（2017）,9.1,碧螺,江苏,绿茶>其他,https://chaping.chayu.com/tea/3629,3629,4,"这是款原料等级高、韵味美妙、花果香清爽的绿茶。
香气清新优雅，汤中先融合清幽的花香和鲜爽气息，而后又有清鲜花果香融合，香气由幽变甜，口腔一直清甜微凉；茶汤柔和到入口即化，鲜爽、回甘好，回甘生津不强但持续。有一种置身于云雾缥缈中的晨曦茶园的美妙感觉。",65,9,47,133
[陈升号]老班章,9.1,陈升号,云南,普洱>生茶,https://chaping.chayu.com/tea/1334,1334,4,"一款强劲明快，并兼具鲜醇多变的老班章茶。

茶香高扬通透，直入肺腑。鲜嫩的植物清香与淡淡的甜花香，形成茶汤香气的主基调，贯穿整个饮用过程，冲泡后期还带有麦秆的清甜香、森林间草木香。

滋味浓强稠厚，爽快有劲，香气与滋味融合为一。老班章特有的强劲苦味瞬间释放出来，化开快但不会完全消失，舌根留苦味，两颊微涩，生津迅速强烈，回甘持久，口腔一直甜，清清凉凉，还带着细腻鲜活的甜花香，清爽舒畅。",65,25,8,218
[大益]红韵圆茶（2008）,9.1,大益,云南,普洱>熟茶,https://chaping.chayu.com/tea/1846,1846,4,"一款选料优质、存放得当的优质熟普。
干茶原料细嫩，金毫明显，香气干净通透，枣香浓郁持久，汤水绵稠顺滑，茶汤饱满，回味细腻悠长，茶叶耐泡度好。
",65,25,231,378
[巴南银针]巴南银针,9.1,巴南银针,重庆,绿茶>其他,https://chaping.chayu.com/tea/1079,1079,4,选料细嫩，从干茶到汤色到,65,9,47,540
[王老二]特级太平猴魁（2016）,9.1,王老二,安徽,绿茶>太平猴魁,https://chaping.chayu.com/tea/2365,2365,4,"一款选料标准，工艺上乘的猴魁。
该茶外形两叶抱芽，扁平挺直，带有明显网格横纹，白毫隐伏，香气鲜嫩清爽，带有兰花香，冷后兰花香更为明显。汤色虽然清浅，但鲜醇甜柔的口感让人满口留香，回味悠长。",65,9,432,175
[峨眉雪芽]雪霁.禅心（2015）,9.1,峨眉雪芽,四川,绿茶>其它,https://chaping.chayu.com/tea/1086,1086,4,用料，工艺皆处于较高水准。干茶芽头挺秀,65,9,47,543
[蒙宸玉儿]蒙顶山黄芽(2016),9.1,蒙宸玉儿,四川,黄茶>其他,https://chaping.chayu.com/tea/2623,2623,4,"一款风格突出，香气愉悦，滋味讨喜的黄茶。
香气以毫香为主，带豆香和令人愉悦的甜香，其香入茶汤，留于口腔，茶汤稠厚，滋味鲜甜柔和，能很快化开，爽口性好，生津满口，有回甘持久悠长，有一种让人意犹未尽的感觉。",65,2,47,109
[顾野王]古法碧螺春,9.1,顾野王,江苏,绿茶,https://chaping.chayu.com/tea/1104,1104,4,开袋就闻到浓郁舒适的清香，干茶紧细，芽毫丰富呈绒状，但可惜碎茶多了些。茶汤晶莹但通透度降低了不少。香气以清香为主，略带果甜香和浅浅的烘香，茶汤入口后所有物质一层层慢慢在口腔中化开，茶汤醇柔爽利，鲜甜油厚，软滑舒适。口腔和喉咙有清凉感，留香持久，回甘好，,65,9,47,242
[碧螺]碧螺春特一级（2016）,9.1,碧螺,江苏,绿茶>其他,https://chaping.chayu.com/tea/2389,2389,4,"这是一款外形和内质均优秀的绿茶。
干茶满披白毫，卷曲成螺，身姿纤细，滋味鲜爽甘甜，汤中嫩香明显，带有栗香和花香，香气幽柔细腻，叶底茶叶更是细秀鲜美。
",65,9,119,529
[西湖牌]特级西湖龙井（2017）,9.1,西湖牌,浙江,绿茶>龙井,https://chaping.chayu.com/tea/4188,4188,4,"这是一款鲜度高到像喝鸡汤的龙井。
茶汤滋味柔润，鲜爽，犹如喝鸡汤一样，前期甜度高，后期弱涩，能很快化开，回甘好，微微生津，口腔协调；汤中香气丰富，以豆香栗香为主，带淡淡的甜香，汤与香气融合度较好，回味中带清甜香。",65,9,47,661
[斗记茶业]莫辞醉（2016）,9.1,斗记茶业,云南,普洱>熟茶,https://chaping.chayu.com/tea/2399,2399,4,"这是一款工艺优秀的熟茶典范。
原料选用精心，干茶肥硕，金毫明显。口感体验好，茶汤甜稠顺滑，饱满厚实，水路细腻，伴随着浓郁而丰富的香气，汤水中充满高扬的米香、甜香、果香和糯甜香。唇齿、喉舌间弥漫着甜果香，以及明显的回甘生津，喉韵明显，十余泡后仍可继续冲泡。",65,25,47,118
[斗记茶业]玉斗（2008）,9.1,斗记茶业,云南,普洱>生茶,https://chaping.chayu.com/tea/1123,1123,4,"一款以甜柔为主调性的生普，基本已经转化到一个比较好的平衡点，具备较高适饮性。
香气复杂、有层次且多变。以浓郁熟果香和木香为主，回味带浅蜜甜，杯底带果香和少量草药甜香。
茶汤浓，柔而有劲，滋味中有一定苦，鲜、甜和果，有比较突出的。苦化开快、消退略缓慢，较快。喉咙回甘、留香均显著，口腔后半段中有比较明显的清凉感。总体具备很高的耐泡度和协调度。

",65,25,119,1768
[剡茗茶业社]一级 越乡龙井,9.1,剡茗茶业社,浙江,绿茶>其他,https://chaping.chayu.com/tea/1125,1125,4,一款内质饱满，变化丰富、有层次感的优质绿茶。 香气鲜活，如久旱逢甘霖，嫩豆香和绿豆沙的香气被激活。香气不高，但很透，留香很持久。茶汤入口非常稠厚饱满，就像咬开一颗巧克力夹心太妃糖，口腔瞬间被胀开，嘴唇涂了层“唇膏”，但不腻，感觉很滋，非常舒服。汤感鲜醇，但不是绿茶习惯的鲜爽，而是带有更扎实的醇厚感。回甘强劲，饮后瞬间，唇齿间唾液涌出，喉底回甜。 耐泡度很好。,65,9,47,935
[祥源茶]大典（2013）,9.1,祥源茶,云南,普洱>生茶,https://chaping.chayu.com/tea/873,873,4,饼形周正，压制松紧适度，饼面芽叶条索清晰可见；条索较,65,25,432,2455
[二三两]烘青绿茶（2016）,9.1,二三两,福建,绿茶>其他,https://chaping.chayu.com/tea/2413,2413,4,"尽善尽美的选料和工艺带来饱满的内质。
这款茶外观并不突出，然而，冲泡之后，茶汤却足以给人带来惊喜。丰富变化的香气融合了花香、豆花香、清香和嫩香，与稠滑鲜爽的茶汤相互交融，茶汤协调度高，持续不断的回甘生津带来持久的清凉感。更难能可贵的是，一款绿茶却有温暖平顺的感觉。
",65,9,432,182
[祥源茶]金色庄园陆（2013）,9.1,祥源茶,云南,普洱>生茶,https://chaping.chayu.com/tea/882,882,4,"干茶饼面完整，松紧适度。饼面能看到明显白毫，松紧适度。
汤色金黄，透亮度高 
香气能够比较久的维持在口腔之中。
滋味",65,25,231,1699
